id;latitude;longitude;genera_plant;genera_plan_ver;sp_plant;author_plant;sp_plant_ver;author_plant_ver;subfamily;genera_floralvisitor;genera_floralvisitor_ver;sp_floralvisitor;author_floralvisitor;sp_floralvisitor_ver;author_floralvisitor_ver;pollinator_group;bodypolendeposition;behaviour;relativefrequency
33;-23,33;-44,83;Mucuna;Mucuna;urens;(L.) Medik;urens;(L.) Medik.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;thr;p;1
33;-23,33;-44,83;Mucuna;Mucuna;urens;(L.) Medik;urens;(L.) Medik.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;bel;p;1
33;-23,33;-44,83;Mucuna;Mucuna;urens;(L.) Medik;urens;(L.) Medik.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;chi;p;1
33;-23,33;-44,83;Mucuna;Mucuna;urens;(L.) Medikus;urens;(L.) Medik.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;win;p;1
61;-23,28;-45,05;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
94;-24,38;-47,08;Vriesea;Vriesea;gigantea;Gaudich.;gigantea;Gaudich.;na;NA;NA;NA;NA;NA;NA;bat;NA;NA;NA
98;-24,38;-47,08;Vriesea;Vriesea;sp. 1;na;sp. 1;Lindl.;na;NA;NA;NA;NA;NA;NA;bat;NA;NA;NA
394;-19,1;-39,75;Tetrastylis;Passiflora;ovalis;(Vell. ex M. Roem.) Killip;ovalis;Vell. ex M.Roem;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;hea;p;NA
395;-19,1;-39,75;Tetrastylis;Passiflora;ovalis;(Vell. ex M. Roem.) Killip;ovalis;Vell. ex M.Roem;Rhinophyllinae;Rhinophylla;Rhinophylla;Rhinophylla pumilio;Peters;Rhinophylla pumilio;Peters, 1865;bat;hea;p;NA
396;-22,73;-45,58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;ros;p;0.19
396;-22,73;-45,58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;0.19
401;-23,17;-44,92;Abutilon;Callianthe;regnellii;Miq.;regnellii;(Miq.) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;ros;p;NA
401;-23,17;-44,92;Abutilon;Callianthe;regnellii;Miq.;regnellii;(Miq.) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;NA
402;-22,73;-45,58;Abutilon;Callianthe;regnellii;Miq.;regnellii;(Miq.) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;ros;p;NA
402;-22,73;-45,58;Abutilon;Callianthe;regnellii;Miq.;regnellii;(Miq.) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;NA
406;-23,17;-44,92;Abutilon;Callianthe;rufinerve;A. St-Hill;rufinerva;(A. St.-Hill) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;ros;p;0.19
406;-23,17;-44,92;Abutilon;Callianthe;rufinerve;A. St-Hill;rufinerva;(A. St.-Hill) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;0.19
407;-22,73;-45,58;Abutilon;Callianthe;rufinerve;A. St-Hill;rufinerva;(A. St.-Hill) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;ros;p;0.19
407;-22,73;-45,58;Abutilon;Callianthe;rufinerve;A. St-Hill;rufinerva;(A. St.-Hill) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;0.19
785;-9;-35,87;Inga;Inga;ingoides;(Rich.) Willd.;ingoides;(Rich.) Willd.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
793;-9;-35,87;Inga;Inga;striata;Benth.;striata;Benth.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
799;-9;-35,87;Inga;Inga;vera;(D.C.) T.D. Penn.;vera subsp. affinis;(DC.) T.D.Penn.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
831;-22,75;-47,11;Bauhinia;Bauhinia;rufa;(Bong.) Steud;rufa;(Bong.) Steud;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;p;NA
832;-22,75;-47,11;Bauhinia;Bauhinia;rufa;(Bong.) Steud;rufa;(Bong.) Steud;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
833;-22,75;-47,11;Abutilon;Callianthe;peltatum;K.Schum.;fluviatilis;(Vell.) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;p;NA
834;-22,75;-47,11;Abutilon;Callianthe;peltatum;K.Schum.;fluviatilis;(Vell.) Donnell;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
835;-22,75;-47,11;Helicteres;Helicteres;ovata;Lam.;ovata;Lam.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;p;NA
836;-22,75;-47,11;Helicteres;Helicteres;ovata;Lam.;ovata;Lam.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
837;-22,75;-47,11;Hymenaea;Hymenaea;courbaril;L.;courbaril;L.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;p;NA
838;-22,75;-47,11;Hymenaea;Hymenaea;courbaril;L.;courbaril;L.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
839;-22,75;-47,11;Luehea;Luehea;grandiflora;Mart. & Zucc.;grandiflora;Mart.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;p;NA
840;-22,75;-47,11;Luehea;Luehea;grandiflora;Mart. & Zucc.;grandiflora;Mart.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
841;-22,75;-47,11;Pseudobombax;Pseudobombax;longiflorum;(Mart.)A.Robyns;longiflorum;(Mart. & Zucc.) A.Robyns;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;p;NA
842;-22,75;-47,11;Pseudobombax;Pseudobombax;longiflorum;(Mart.)A.Robyns;longiflorum;(Mart. & Zucc.) A.Robyns;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
849;-24,5;-47,25;Bombacopsis;Pachira;calophylla;K.Schum.;calophylla;(K.Schum.) Fern. Alonso;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;bel;p;NA
849;-24,5;-47,25;Bombacopsis;Pachira;calophylla;K.Schum.;calophylla;(K.Schum.) Fern. Alonso;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;NA
849;-24,5;-47,25;Bombacopsis;Pachira;calophylla;K.Schum.;calophylla;(K.Schum.) Fern. Alonso;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;win;p;NA
850;-24,5;-47,25;Bombacopsis;Pachira;calophylla;K.Schum.;calophylla;(K.Schum.) Fern. Alonso;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;bel;p;NA
850;-24,5;-47,25;Bombacopsis;Pachira;calophylla;K.Schum.;calophylla;(K.Schum.) Fern. Alonso;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;thr;p;NA
850;-24,5;-47,25;Bombacopsis;Pachira;calophylla;K.Schum.;calophylla;(K.Schum.) Fern. Alonso;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;win;p;NA
857;-24,5;-47,25;Pseudobombax;Pseudobombax;grandiflorum;Cav.;grandiflorum;(Cav.) A. Robyns;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;bel;p;NA
857;-24,5;-47,25;Pseudobombax;Pseudobombax;grandiflorum;Cav.;grandiflorum;(Cav.) A. Robyns;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;NA
857;-24,5;-47,25;Pseudobombax;Pseudobombax;grandiflorum;Cav.;grandiflorum;(Cav.) A. Robyns;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;win;p;NA
858;-24,5;-47,25;Pseudobombax;Pseudobombax;grandiflorum;Cav.;grandiflorum;(Cav.) A. Robyns;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;bel;p;NA
858;-24,5;-47,25;Pseudobombax;Pseudobombax;grandiflorum;Cav.;grandiflorum;(Cav.) A. Robyns;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;thr;p;NA
858;-24,5;-47,25;Pseudobombax;Pseudobombax;grandiflorum;Cav.;grandiflorum;(Cav.) A. Robyns;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;win;p;NA
1048;-18,66;-40,58;Encholirium;Encholirium;horridum;L.B.Sm.;horridum;L.B.Sm.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;0.07
1086;-25,44;-48,92;Vriesea;Vriesea;hoehneana;L.B. Smith;hoehneana*;L.B.Sm.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;0.25
1087;-25,44;-48,92;Vriesea;Vriesea;hoehneana;L.B. Smith;hoehneana*;L.B.Sm.;Stenodermatinae;Pygoderma;Pygoderma;Pygoderma bilabiatum;Wagner;Pygoderma bilabiatum;(Wagner, 1843);bat;thr;p;0.25
1087;-25,44;-48,92;Vriesea;Vriesea;hoehneana;L.B. Smith;hoehneana;L.B.Sm.;Stenodermatinae;Pygoderma;Pygoderma;Pygoderma bilabiatum;Wagner;Pygoderma bilabiatum;(Wagner, 1843);bat;win;p;0.25
1088;-25,44;-48,92;Vriesea;Vriesea;platynema;Gaudichaud;platynema;Gaudich.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;0.07
1089;-25,44;-48,92;Vriesea;Vriesea;platynema;Gaudichaud;platynema;Gaudich.;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;thr;p;0.07
1092;-25,44;-48,92;Vriesea;Vriesea;platynema;Gaudichaud;platynema;Gaudich.;Stenodermatinae;Pygoderma;Pygoderma;Pygoderma bilabiatum;Wagner;Pygoderma bilabiatum;(Wagner, 1843);bat;thr;p;0.07
1092;-25,44;-48,92;Vriesea;Vriesea;platynema;Gaudichaud;platynema;Gaudich.;Stenodermatinae;Pygoderma;Pygoderma;Pygoderma bilabiatum;Wagner;Pygoderma bilabiatum;(Wagner, 1843);bat;win;p;0.07
1194;-6,97;-34,83;Pilosocereus;Pilosocereus;catingigola subsp. salvadorensis;(Werderm.) Zappi;catingigola subsp. salvadorensis;(Werderm.) Zappi;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;bel;p;NA
1194;-6,97;-34,83;Pilosocereus;Pilosocereus;catingigola subsp. salvadorensis;(Werderm.) Zappi;catingigola subsp. salvadorensis;(Werderm.) Zappi;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;hea;p;NA
1195;-23,16;-44,91;Callianthe;Callianthe;rufinerva;A. St.-Hil. (Donnel);rufinerva;(A. St.-Hill) Donnell;Glossophaginae;Anoura;Anoura;Anoura caudifer;E. Geoffroy;Anoura caudifer;(É. Geoffroy, 1818);bat;thr;p;0.22
1266;-7,93;-34,87;Irlbachia;Chelonanthus;alata;(Aubl.) Maas;alatus;(Aubl.) Pulle;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;thr;p;NA
1269;-7,93;-34,87;Inga;Inga;sp. 2;na;sp. 2;Mill.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;NA;NA
1273;-8,01;-34,95;Irlbachia;Chelonanthus;alata;(Aubl.) Maas;alatus;(Aubl.) Pulle;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;chi;p;NA
1352;-21,73;-43,38;Billbergia;Billbergia;horrida;Regel;horrida;Regel;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;p;NA
1354;-23,22;-44,72;Vriesea;Alcantarea;regina;(Vell.) Beer.;regina;(Vell.) Beer;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;NA;NA
1355;-23,22;-44,72;Vriesea;Alcantarea;regina;(Vell.) Beer.;regina;(Vell.) Beer;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;NA;NA;NA
1356;-23,22;-44,72;Vriesea;Alcantarea;regina;(Vell.) Beer.;regina;(Vell.) Beer;Stenodermatinae;Artibeus;Artibeus;Artibeus lituratus;Offers;Artibeus lituratus;(Olfers, 1818);bat;NA;NA;NA
1357;-23,22;-44,72;Vriesea;Alcantarea;regina;(Vell.) Beer.;regina;(Vell.) Beer;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;NA;NA
1379;-22,42;-43,19;Vriesea;Vriesea;atra;Mez.;atra;Mez;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;NA;NA
1382;-22,38;-42,15;Vriesea;Alcantarea;imperialis;Carrière;imperialis;(Carrière) Harms;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;NA;NA
1383;-22,38;-42,15;Vriesea;Alcantarea;imperialis;Carrière;imperialis;(Carrière) Harms;Stenodermatinae;Artibeus;Artibeus;Artibeus lituratus;Offers;Artibeus lituratus;(Olfers, 1818);bat;NA;NA;NA
1857;-19,42;-40,05;Bauhinia;Bauhinia;sp. 2;na;sp. 2;L.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;(Pallas, 1766);Glossophaga soricina;(Pallas, 1766);bat;NA;NA;NA
1858;-19,3;-40,32;Bauhinia;Bauhinia;sp. 3;na;sp. 3;L.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;(Pallas, 1766);Glossophaga soricina;(Pallas, 1766);bat;NA;NA;NA
1868;-20,33;-40,33;Pseudobombax;Pseudobombax;grandiflorum;(Cav.) A. Rob.;grandiflorum;(Cav.) A. Robyns;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;bel;p;NA
1892;-8,81;-36,95;Parkia;Parkia;pendula;na;pendula;(Willd.) Walp.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;l;0.04
1893;-8,81;-36,95;Parkia;Parkia;pendula;na;pendula;(Willd.) Walp.;Phyllostominae;Phyllostomus;Phyllostomus;Phyllostomus discolor;Wagner;Phyllostomus discolor;(Wagner, 1843);bat;NA;p;0.99
1894;-8,81;-36,95;Parkia;Parkia;pendula;na;pendula;(Willd.) Walp.;Stenodermatinae;Platyrrhinus;Platyrrhinus;Platyrrhinus lineatus;E. Geoffroy;Platyrrhinus lineatus;(É. Geoffroy, 1810);bat;NA;p;0.07
2114;-21,83;-44,86;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;che;p;NA
2114;-21,83;-44,86;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;hea;p;NA
2117;-19,95;-40,51;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;che;p;NA
2117;-19,95;-40,51;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;hea;p;NA
2118;-19,95;-40,51;Sinningia;Sinningia;brasiliensis;(Regel & Schmidt) Wiehler and Chautems;brasiliensis;(Regel & Schmidt) Wiehler and Chautems;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;che;p;NA
2118;-19,95;-40,51;Sinningia;Sinningia;brasiliensis;(Regel & Schmidt) Wiehler and Chautems;brasiliensis;(Regel & Schmidt) Wiehler and Chautems;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;hea;p;NA
2119;-19,95;-40,51;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;che;p;NA
2119;-19,95;-40,51;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;hea;p;NA
2125;-19,95;-41,52;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;chi;p;NA
2125;-19,95;-41,52;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;hea;p;NA
2126;-19,95;-41,52;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;chi;p;NA
2126;-19,95;-41,52;Paliavana;Paliavana;prasinata;(Ker-Gawler) Benth.;prasinata;(Ker-Gawler) Benth.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;hea;p;NA
2127;-19,95;-41,52;Sinningia;Sinningia;brasiliensis;(Regel & Schmidt) Wiehler and Chautems;brasiliensis;(Regel & Schmidt) Wiehler and Chautems;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;chi;p;1
2127;-19,95;-41,52;Sinningia;Sinningia;brasiliensis;(Regel & Schmidt) Wiehler and Chautems;brasiliensis;(Regel & Schmidt) Wiehler and Chautems;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;hea;p;1
2237;-22,25;-47,83;Lafoensia;Lafoensia;glyptocarpa;Koehne;glyptocarpa;Koehne;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;NA;NA
2238;-22,25;-47,83;Pseudobombax;Pseudobombax;grandiflorum;(Cav.) A. Robyns;grandiflorum;(Cav.) A. Robyns;Glossophaginae;Anoura;Anoura;Anoura caudifer;(E. Geoffroy, 1818);Anoura caudifer;(É. Geoffroy, 1818);bat;NA;NA;NA
2239;-23,5;-45,11;Passiflora;Passiflora;mucronata;Lam.;mucronata;Lam.;Carolliinae;Carollia;Carollia;Carollia perspicillata;Miller;Carollia perspicillata;(Linnaeus, 1758);bat;ros;p;NA
2240;-23,5;-45,11;Passiflora;Passiflora;mucronata;Lam.;mucronata;Lam.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;NA;NA
2241;-19,26;-43,6;Bauhinia;Bauhinia;rufa;(Bong.) Steud;rufa;(Bong.) Steud;Glossophaginae;Anoura;Anoura;Anoura caudifer;É. Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;NA;NA;NA
2242;-19,26;-43,6;Bauhinia;Bauhinia;rufa;(Bong.) Steud;rufa;(Bong.) Steud;Glossophaginae;Anoura;Anoura;Anoura geoffroyi;Gray;Anoura geoffroyi;Gray, 1838;bat;NA;NA;NA
2243;-19,26;-43,6;Musa;Musa;acuminata;Colla;acuminata;Colla;Carolliinae;Carollia;Carollia;Carollia perspicillata;Miller;Carollia perspicillata;(Linnaeus, 1758);bat;NA;l;NA
2244;-19,26;-43,6;Musa;Musa;acuminata;Colla;acuminata;Colla;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;NA;NA;NA
2245;-23;-47;Bauhinia;Bauhinia;cf. rufa;NA;cf. rufa;NA;Phyllostominae;Phyllostomus;Phyllostomus;Phyllostomus discolor;Wagner;Phyllostomus discolor;(Wagner, 1843);bat;ros;l;1
2246;-23;-47;Bauhinia;Bauhinia;sp. 4;L.;sp. 4;L.;Phyllostominae;Phyllostomus;Phyllostomus;Phyllostomus discolor;Wagner;Phyllostomus discolor;(Wagner, 1843);bat;ros;l;1
2247;-23;-47;Lafoensia;Lafoensia;glyptocarpa;Koehne;glyptocarpa;Koehne;Phyllostominae;Phyllostomus;Phyllostomus;Phyllostomus discolor;Wagner;Phyllostomus discolor;(Wagner, 1843);bat;ros;l;1
2248;-23,5;-45,1;Passiflora;Passiflora;mucronata;Lam.;mucronata;Lam.;Carolliinae;Carollia;Carollia;Carollia perspicillata;Miller;Carollia perspicillata;(Linnaeus, 1758);bat;hea;p;NA
2249;-23,4;-45,1;Marcgravia;Marcgravia;myriostigma;Triana et Planch;comosa;C.Presl;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;bac;p;NA
2249;-23,4;-45,1;Marcgravia;Marcgravia;myriostigma;Triana et Planch;comosa;C.Presl;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;bel;p;NA
2249;-23,4;-45,1;Marcgravia;Marcgravia;myriostigma;Triana et Planch;comosa;C.Presl;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;hea;p;NA
2249;-23,4;-45,1;Marcgravia;Marcgravia;myriostigma;Triana et Planch;comosa;C.Presl;Glossophaginae;Anoura;Anoura;Anoura caudifer;É Geoffroy Saint-Hilaire;Anoura caudifer;(É. Geoffroy, 1818);bat;win;p;NA
2250;-23,5;-45,11;Passiflora;Passiflora;mucronata;Lam.;mucronata;Lam.;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;hea;p;NA
2251;-23,4;-45,1;Marcgravia;Marcgravia;myriostigma;Triana et Planch;comosa;C.Presl;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;bac;p;NA
2251;-23,4;-45,1;Marcgravia;Marcgravia;myriostigma;Triana et Planch;comosa;C.Presl;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;bel;p;NA
2251;-23,4;-45,1;Marcgravia;Marcgravia;myriostigma;Triana et Planch;comosa;C.Presl;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;hea;p;NA
2251;-23,4;-45,1;Marcgravia;Marcgravia;myriostigma;Triana et Planch;comosa;C.Presl;Glossophaginae;Glossophaga;Glossophaga;Glossophaga soricina;Pallas;Glossophaga soricina;(Pallas, 1766);bat;win;p;NA
