REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;Longitude;Latitude;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_30;COMM;Alouatta guariba;Autochtone;Morro da Extrema;40;PORTO ALEGRE;RIO GRANDE DO SUL;Brazil;-5107623,00;-30199215,00;Not precise;Yes;24.2;1461;56;Semideciduous forest;inside the 20 km polygon;Uruguayan savanna;NA;Areas de Tensao Ecologica;Florestas de Interior;Survey;November;1998;August;1999;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_31;COMM;Callicebus nigrifrons;NA;Toscana;2;ITATIBA;SAO PAULO;Brazil;-46855257,00;-23020258,00;Not precise;No;21.1;1331;794;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;May;2016;June;2016;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_32;COMM;Callithrix penicillata;NA;Toscana;2;ITATIBA;SAO PAULO;Brazil;-46855257,00;-23020258,00;Not precise;No;21.1;1331;794;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;May;2016;June;2016;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_33;COMM;Callithrix penicillata;NA;Firenze;3;ITATIBA;SAO PAULO;Brazil;-46850224,00;-23016144,00;Not precise;No;21.1;1329;767;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;May;2016;June;2016;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_34;COMM;Callicebus nigrifrons;NA;Firenze;3;ITATIBA;SAO PAULO;Brazil;-46850224,00;-23016144,00;Not precise;No;21.1;1329;767;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;May;2016;June;2016;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_35;COMM;Alouatta guariba;NA;Firenze;3;ITATIBA;SAO PAULO;Brazil;-46850224,00;-23016144,00;Not precise;No;21.1;1329;767;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;May;2016;June;2016;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_36;COMM;Callithrix penicillata;NA;Roma;2;ITATIBA;SAO PAULO;Brazil;-46854008,00;-23018106,00;Not precise;No;21.1;1331;794;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;May;2016;June;2016;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_37;COMM;Callithrix penicillata;NA;Represa;NA;ITATIBA;SAO PAULO;Brazil;-46852303,00;-23018962,00;Not precise;No;21.1;1331;794;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;May;2016;June;2016;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_4;COMM;Sapajus nigritus;Autochtone;Mata Ribeirao Cachoeira;240;CAMPINAS;SAO PAULO;Brazil;-46927576,00;-22828395,00;Not precise;Yes;21.7;1338;655;Semideciduous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;November;2002;November;2003;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_5;ABD-COMM;Alouatta guariba;Autochtone;Mata Santa Genebra;210;CAMPINAS;SAO PAULO;Brazil;-4711027778,00;-2282027778,00;Precise;Yes;22.5;1311;611;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;Line transect;December;2002;October;2003;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_6;ABD-COMM;Sapajus nigritus;Autochtone;Mata Santa Genebra;210;CAMPINAS;SAO PAULO;Brazil;-4711027778,00;-2282027778,00;Precise;Yes;22.5;1311;611;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;Line transect;December;2003;October;2004;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_7;COMM;Alouatta guariba;Autochtone;(Mata de Furnas 1);8;CAMPINAS;SAO PAULO;Brazil;-47003126,00;-22782747,00;Not precise;No;22;1318;610;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;Survey;July;2007;October;2008;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_8;COMM;Callithrix penicillata;Autochtone;(Mata de Furnas 1);8;CAMPINAS;SAO PAULO;Brazil;-47003126,00;-22782747,00;Not precise;No;22;1318;610;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;Survey;July;2007;October;2008;NA;NA;NA
Unpublished data. Setz, E. Z. F., Et al.;SetzE_etal_9;COMM;Callithrix jacchus;Allochtone;(Mata de Furnas 1);8;CAMPINAS;SAO PAULO;Brazil;-47003126,00;-22782747,00;Not precise;No;22;1318;610;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;Survey;July;2007;October;2008;NA;NA;NA
REF0839;SmithR_11;COMM;Sapajus cay;Autochtone;Reserva Natural Ybycui;5000;NA;NA;Paraguay;-56838687,00;-26095524,00;Not precise;Yes;26.7;1424;128;Atlantic forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;NA;NA;Visualization;NA;NA;NA;1983;NA;NA;NA
REF0839;SmithR_16;COMM;Alouatta caraya;Autochtone;Reserva Natural Ybycui;5000;NA;NA;Paraguay;-56838687,00;-26095524,00;Not precise;Yes;26.7;1424;128;Atlantic forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;NA;NA;Visualization;NA;NA;NA;1983;NA;NA;NA
REF0362;Souza-AlvesC_1;ABD-COMM;Callicebus coimbrai;NA;Fazenda Trapsa;NA;ITAPORANGA DAJUDA;SERGIPE;Brazil;-37258632,00;-11169783,00;Precise;NA;26.5;1481;39;Semideciduous forest;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;Areas das Formacoes Pioneiras;Bahia;Line transect;April;NA;October;NA;NA;NA;NA
REF0362;Souza-AlvesC_3;ABD-COMM;Callithrix jacchus;NA;Fazenda Trapsa;NA;ITAPORANGA DAJUDA;SERGIPE;Brazil;-37258632,00;-11169783,00;Precise;NA;26.5;1481;39;Semideciduous forest;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;Areas das Formacoes Pioneiras;Bahia;Line transect;April;NA;October;NA;NA;NA;NA
