REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;Longitude;Latitude;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF
Unpublished data. Cada da Floresta.;FlorestaC_550;COMM;Sapajus robustus;NA;Fazenda Santa Maria-Santa Maria III;NA;PORTO SEGURO;BAHIA;Brazil;-39335669,00;-16490674,00;Not precise;No;25.4;1356;76;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_551;COMM;Sapajus xanthosternos;NA;Fazenda Copaiba-Taquara;NA;BELMONTE;BAHIA;Brazil;-39385956,00;-15986804,00;Not precise;No;24.7;1198;160;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_552;COMM;Callithrix kuhlii;NA;Fazenda Copaiba-Taquara;NA;BELMONTE;BAHIA;Brazil;-3938018,00;-15991497,00;Not precise;No;24.5;1202;113;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_553;COMM;Callicebus melanochir;NA;RPPN Santa Luzia;NA;BELMONTE;BAHIA;Brazil;-3899092,00;-15902323,00;Not precise;Yes;25.4;1537;16;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_554;COMM;Callithrix geoffroyi;NA;Fazenda Sao Miguel;NA;PORTO SEGURO;BAHIA;Brazil;-39168942,00;-16388696,00;Not precise;No;25.4;1480;83;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_555;COMM;Callicebus melanochir;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39119213,00;-16355679,00;Not precise;No;25.4;1528;66;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_556;COMM;Callicebus melanochir;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39126276,00;-16331176,00;Not precise;No;25.3;1509;77;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_557;COMM;Sapajus robustus;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39111346,00;-16335099,00;Not precise;No;25.3;1533;70;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_558;COMM;Sapajus robustus;NA;Fazenda Sao Miguel;NA;PORTO SEGURO;BAHIA;Brazil;-39168942,00;-16388696,00;Not precise;No;25.4;1480;83;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_559;COMM;Sapajus robustus;NA;Fazenda Falhado-Gravata-Santa Clara-Vitoria;NA;BELMONTE;BAHIA;Brazil;-39344576,00;-16070451,00;Not precise;No;25.1;1220;79;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2009;NA;2015;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_56;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;ITURAMA;MINAS GERAIS;Brazil;-50315294,00;-19804837,00;Not precise;No;25.4;1234;377;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_560;COMM;Callithrix geoffroyi;NA;Fazenda Falhado-Gravata-Santa Clara-Vitoria;NA;BELMONTE;BAHIA;Brazil;-39344576,00;-16070451,00;Not precise;No;25.1;1220;79;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2009;NA;2015;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_561;COMM;Callithrix geoffroyi;NA;Fazenda Falhado-Gravata-Santa Clara-Vitoria;NA;BELMONTE;BAHIA;Brazil;-39352533,00;-16070366,00;Not precise;No;25.1;1216;79;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2009;NA;2015;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_562;COMM;Callicebus melanochir;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39250955,00;-16444526,00;Not precise;No;25.5;1412;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_563;COMM;Callithrix geoffroyi;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39251898,00;-16449262,00;Not precise;No;25.5;1412;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_564;COMM;Callithrix geoffroyi;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39250334,00;-16449716,00;Not precise;No;25.5;1412;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_565;COMM;Callithrix geoffroyi;NA;Fazenda Falhado-Gravata-Santa Clara-Vitoria;NA;BELMONTE;BAHIA;Brazil;-3937695,00;-16068281,00;Not precise;No;25.1;1209;81;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2009;NA;2015;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_566;COMM;Callicebus melanochir;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39244156,00;-16430911,00;Not precise;No;25.5;1416;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_567;COMM;Callicebus melanochir;NA;RPPN Santa Luzia;NA;BELMONTE;BAHIA;Brazil;-38994516,00;-15904457,00;Not precise;Yes;25.3;1533;16;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_568;COMM;Callicebus melanochir;NA;RPPN Santa Luzia;NA;BELMONTE;BAHIA;Brazil;-38998599,00;-15911111,00;Not precise;Yes;25.3;1530;16;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_569;COMM;Sapajus robustus;NA;Fazenda Sao Miguel;NA;PORTO SEGURO;BAHIA;Brazil;-39168998,00;-16388696,00;Not precise;No;25.4;1480;83;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_57;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;MIRA ESTRELA;SAO PAULO;Brazil;-50108708,00;-19882015,00;Not precise;No;25.5;1200;396;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_570;COMM;Callithrix geoffroyi;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39126314,00;-16331637,00;Not precise;No;25.3;1509;77;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_571;COMM;Callicebus melanochir;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39132735,00;-16357741,00;Not precise;No;25.3;1518;76;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_572;COMM;Callicebus melanochir;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39124898,00;-1635771,00;Not precise;No;25.4;1528;76;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_573;COMM;Sapajus robustus;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39116853,00;-16354306,00;Not precise;No;25.4;1528;66;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_574;COMM;Callicebus melanochir;NA;Fazenda Agua Branca-Santa Helena;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39289217,00;-16250713,00;Not precise;No;25.1;1296;80;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_575;COMM;Callithrix geoffroyi;NA;Fazenda Falhado-Gravata-Santa Clara-Vitoria;NA;BELMONTE;BAHIA;Brazil;-39343031,00;-16074233,00;Not precise;No;25.1;1220;79;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2009;NA;2015;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_576;COMM;Callithrix geoffroyi;NA;Fazenda Falhado-Gravata-Santa Clara-Vitoria;NA;BELMONTE;BAHIA;Brazil;-39343031,00;-16074233,00;Not precise;No;25.1;1220;79;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2009;NA;2015;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_577;COMM;Callicebus melanochir;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39243707,00;-1643158,00;Not precise;No;25.5;1416;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_578;COMM;Callithrix geoffroyi;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39249527,00;-16433653,00;Not precise;No;25.4;1418;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_579;COMM;Callithrix geoffroyi;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39252404,00;-16449523,00;Not precise;No;25.5;1412;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_58;COMM;Alouatta sp.;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50205593,00;-19891446,00;Not precise;No;25.2;1205;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_580;COMM;Callicebus melanochir;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39252404,00;-16449523,00;Not precise;No;25.5;1412;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_581;COMM;Callicebus melanochir;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39252404,00;-16449523,00;Not precise;No;25.5;1412;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_582;COMM;Callithrix geoffroyi;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39233969,00;-16441816,00;Not precise;No;25.5;1427;81;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_583;COMM;Callithrix kuhlii;NA;Fazenda Copaiba-Taquara;NA;BELMONTE;BAHIA;Brazil;-39385106,00;-15987185,00;Not precise;No;24.7;1198;160;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_584;COMM;Sapajus robustus;NA;Fazenda Santa Maria-Santa Maria III;NA;PORTO SEGURO;BAHIA;Brazil;-39350212,00;-16491482,00;Not precise;No;25.5;1344;76;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_585;COMM;Callithrix geoffroyi;NA;Fazenda Santa Maria-Santa Maria III;NA;PORTO SEGURO;BAHIA;Brazil;-39350212,00;-16491482,00;Not precise;No;25.5;1344;76;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_586;COMM;Sapajus robustus;NA;RPPN Santa Luzia;NA;BELMONTE;BAHIA;Brazil;-38992545,00;-15892207,00;Not precise;Yes;25.4;1534;16;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_587;COMM;Callithrix geoffroyi;NA;Fazenda Sao Miguel;NA;PORTO SEGURO;BAHIA;Brazil;-39168829,00;-1638875,00;Not precise;No;25.4;1480;83;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_588;COMM;Sapajus robustus;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39122089,00;-16357214,00;Not precise;No;25.4;1528;66;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_589;COMM;Callicebus melanochir;NA;Fazenda Sao Miguel;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39113181,00;-16352509,00;Not precise;No;25.4;1541;66;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_59;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50313594,00;-1990048,00;Not precise;No;25.2;1208;385;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_590;COMM;Callithrix geoffroyi;NA;Fazenda Agua Branca-Santa Helena;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39285484,00;-16245041,00;Not precise;No;25.2;1290;81;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_591;COMM;Callithrix geoffroyi;NA;Fazenda Agua Branca-Santa Helena;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39287454,00;-16248058,00;Not precise;No;25.2;1290;81;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_592;COMM;Callicebus melanochir;NA;Fazenda Agua Branca-Santa Helena;NA;SANTA CRUZ CABRALIA;BAHIA;Brazil;-39281494,00;-1624906,00;Not precise;No;25.2;1298;81;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_593;COMM;Callithrix geoffroyi;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39250909,00;-1644496,00;Not precise;No;25.5;1412;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_594;COMM;Callicebus melanochir;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39242407,00;-16440604,00;Not precise;No;25.4;1418;93;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_595;COMM;Callicebus melanochir;NA;Fazenda Imbiriba-Fundo de Imbiriba;NA;PORTO SEGURO;BAHIA;Brazil;-39232427,00;-16444936,00;Not precise;No;25.5;1436;81;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;NA;2008;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_596;COMM;Callithrix sp.;NA;Fazenda Sao Sebastiao;NA;ALAGOINHAS;BAHIA;Brazil;-38462063,00;-12179785,00;Not precise;No;24.8;1433;152;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_597;COMM;Callithrix sp.;NA;Fazenda Sao Sebastiao;NA;ALAGOINHAS;BAHIA;Brazil;-38463002,00;-12188341,00;Not precise;No;24.8;1436;152;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_598;COMM;Callithrix jacchus;NA;Araticum;NA;ALAGOINHAS;BAHIA;Brazil;-3832822,00;-12021786,00;Not precise;No;24.6;1322;155;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Bahia;Survey;March;2014;March;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_599;COMM;Callithrix jacchus;NA;Fazenda Araticum;NA;ALAGOINHAS;BAHIA;Brazil;-38325914,00;-119959,00;Not precise;No;24.6;1283;153;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Bahia;Survey;March;2014;March;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_6;COMM;Sapajus nigritus;NA;Fazenda Monte Alegre;NA;TELEMACO BORBA;PARANA;Brazil;-50380476,00;-24182605,00;Not precise;No;21.8;1354;901;Mixed Ombrophilous forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_60;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;ITURAMA;MINAS GERAIS;Brazil;-50315372,00;-19804449,00;Not precise;No;25.4;1234;377;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_600;COMM;Callithrix jacchus;NA;Fazenda Sergipe;NA;JANDAIRA;BAHIA;Brazil;-37673865,00;-11607988,00;Not precise;No;26;1415;47;NA;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Bahia;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_601;COMM;Callithrix jacchus;NA;Fazenda Sergipe;NA;JANDAIRA;BAHIA;Brazil;-37647724,00;-11616519,00;Not precise;No;26.2;1441;29;NA;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Bahia;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_602;COMM;Callithrix jacchus;NA;RPPN Lontra;NA;ITANAGRA;BAHIA;Brazil;-3797587,00;-12265492,00;Not precise;Yes;25.4;1799;60;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Savana;Bahia;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_603;COMM;Sapajus xanthosternos;NA;RPPN Lontra;NA;ITANAGRA;BAHIA;Brazil;-3797587,00;-12265492,00;Not precise;Yes;25.4;1799;60;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Savana;Bahia;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_604;COMM;Callithrix jacchus;NA;Fazenda Valentim;NA;CARDEAL DA SILVA;BAHIA;Brazil;-37953001,00;-11993226,00;Not precise;No;25.3;1513;149;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_605;COMM;Sapajus xanthosternos;NA;Fazenda Monte Gordo;NA;CONDE;BAHIA;Brazil;-37565815,00;-11855112,00;Not precise;No;NA;NA;1;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;NA;NA;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_606;COMM;Callithrix jacchus;NA;Fazenda Lua Alta;NA;CONDE;BAHIA;Brazil;-37732782,00;-11997108,00;Not precise;No;25.9;1609;15;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_607;COMM;Callithrix sp.;NA;Fazenda Jaboticaba;NA;CONDE;BAHIA;Brazil;-37671325,00;-11694936,00;Not precise;No;25.9;1450;23;NA;inside the 20 km polygon;Caatinga;NA;NA;NA;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_608;COMM;Callithrix jacchus;NA;Fazenda Alirio;NA;CONDE;BAHIA;Brazil;-37747246,00;-11721788,00;Not precise;No;26.3;1373;32;NA;inside the 20 km polygon;Caatinga;NA;NA;NA;Survey;January;2014;February;2014;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_609;COMM;Sapajus robustus;NA;RPPN Santa Luzia;NA;BELMONTE;BAHIA;Brazil;-38982026,00;-15898643,00;Not precise;Yes;25.6;1549;10;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_61;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;ITURAMA;MINAS GERAIS;Brazil;-50241852,00;-19849704,00;Not precise;No;25.3;1219;382;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_610;COMM;Sapajus robustus;NA;RPPN Santa Luzia;NA;BELMONTE;BAHIA;Brazil;-38990873,00;-15894512,00;Not precise;Yes;25.4;1539;16;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_611;COMM;Sapajus robustus;NA;RPPN Santa Luzia;NA;BELMONTE;BAHIA;Brazil;-39001868,00;-159098,00;Not precise;Yes;25.3;1525;16;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Survey;NA;2015;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_612;COMM;Sapajus nigritus;NA;Parque Estadual de Ilha Bela;NA;ILHABELA;SAO PAULO;Brazil;-4541596,00;-2393619,00;Not precise;Yes;NA;NA;NA;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;NA;NA;Survey;August;2010;August;2010;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_613;COMM;Sapajus nigritus;NA;Parque Estadual de Ilha Bela;NA;ILHABELA;SAO PAULO;Brazil;-4531515,00;-2373044,00;Not precise;Yes;26.4;1732;NA;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;August;2010;August;2010;NA;NA;NA
